timestamp,hand,pinch strength,finger,distance
1044,left,0.0854829,index,67.84919189592459
1062,left,0.214114,index,63.76853015226242
1084,left,0.353558,index,59.14590164143583
1101,left,0.478253,index,54.86332649820278
1120,left,0.588189,index,50.992326443312045
1137,left,0.676749,index,47.66923198284612
1156,left,0.759237,index,44.24047546130805
1174,left,0.820077,index,41.383750736790404
1192,left,0.861766,index,39.08624664780439
1210,left,0.89291,index,37.14267308477003
1230,left,0.913756,index,35.49657736270498
1247,left,0.92534,index,34.19978460816676
1264,left,0.933751,index,33.14331737668998
1282,left,0.948056,index,32.141191185533245
1301,left,0.967381,index,31.163892265187286
1318,left,0.994214,index,30.059903258601814
1336,left,1,index,28.819442646449634
1355,left,1,index,27.576911082951263
1372,left,1,index,26.40360373602437
1393,left,1,index,25.42095902142561
1406,left,1,index,24.720886461977855
1424,left,1,index,24.173115882583282
1442,left,1,index,23.850069015600354
1460,left,1,index,23.651559639503688
1478,left,1,index,23.433175599909628
1496,left,1,index,23.15854993528308
1515,left,1,index,22.772113844715626
1535,left,1,index,22.368407139260047
1550,left,1,index,21.994420326800558
1568,left,1,index,21.67989769921934
1587,left,1,index,21.411928030488635
1605,left,0.994882,index,21.204675498813934
1624,left,0.98124,index,21.031168275863802
1640,left,0.968595,index,20.87665151547298
1658,left,0.957542,index,20.735592841536988
1677,left,0.949662,index,20.634810968082554
1696,left,0.942824,index,20.552421224084522
1716,left,0.938046,index,20.494123280052744
1735,left,0.933373,index,20.441633820330996
1752,left,0.929722,index,20.407708319742813
1771,left,0.926,index,20.381049336385995
1786,left,0.922637,index,20.36554961816646
1803,left,0.920033,index,20.35516870307146
1821,left,0.917534,index,20.349185613790542
1839,left,0.914727,index,20.340023309077107
1861,left,0.910869,index,20.3376419682445
1879,left,0.907229,index,20.33799027638916
1898,left,0.903609,index,20.340003757927384
1915,left,0.900709,index,20.3465442169942
1933,left,0.898393,index,20.34944246051228
1951,left,0.896385,index,20.353344075529705
1969,left,0.896193,index,20.351215887966003
1987,left,0.895558,index,20.345502020692436
2005,left,0.895479,index,20.340297130221575
2023,left,0.898003,index,20.34963072619501
2041,left,0.901998,index,20.356615891540027
2059,left,0.907735,index,20.388360074949627
2079,left,0.903919,index,20.38847655230768
2095,left,0.900167,index,20.52453609192666
2114,left,0.899809,index,20.899249910264746
2132,left,0.902612,index,21.290929756098606
2149,left,0.895357,index,21.40653740417267
2167,left,0.857835,index,21.34340994807765
2186,left,0.77213,index,21.94341565328934
2207,left,0.635996,index,24.226608932316548
2222,left,0.444816,index,29.122404041062612
2240,left,0.212022,index,36.181488787291485
3180,left,0.0406304,middle,74.74996999439198
3198,left,0.158169,middle,70.74891513778357
3216,left,0.261639,middle,67.13008509288888
3234,left,0.346937,middle,63.940928102561976
3252,left,0.465898,middle,59.25058115111192
3271,left,0.557017,middle,55.58781148711829
3289,left,0.631987,middle,52.579237435886235
3306,left,0.689256,middle,50.23907728946163
3325,left,0.744186,middle,48.02207929042327
3343,left,0.794124,middle,46.103336893177264
3361,left,0.832719,middle,44.603525254361905
3377,left,0.875268,middle,43.04447442499443
3394,left,0.89469,middle,42.21642862774278
3411,left,0.935025,middle,40.774388513156154
3430,left,0.959807,middle,39.895858238775865
3453,left,1,middle,38.38867334735599
3469,left,1,middle,36.744755248634554
3488,left,1,middle,35.027644681622554
3505,left,1,middle,34.00531991341507
3523,left,1,middle,32.10854980749067
3542,left,1,middle,31.074358927919032
3560,left,1,middle,29.564300469180747
3578,left,1,middle,28.889587579535103
3597,left,1,middle,28.297386715541414
3614,left,1,middle,28.00604996737707
3631,left,1,middle,27.804735013516023
3651,left,1,middle,26.954140606776836
3670,left,1,middle,26.672537463306327
3683,left,1,middle,26.410019685048656
3700,left,1,middle,26.188604402368618
3719,left,1,middle,25.989780552321797
3740,left,1,middle,25.2776701476481
3759,left,1,middle,25.09661479936545
3777,left,1,middle,24.992837815760975
3795,left,1,middle,24.440823190626148
3813,left,1,middle,24.32083658717481
3831,left,1,middle,24.241339802088596
3849,left,1,middle,24.16210183837292
3865,left,1,middle,23.786972993922724
3884,left,1,middle,23.723058975428025
3900,left,1,middle,23.639791129394123
3918,left,1,middle,23.5622018151302
3936,left,1,middle,23.493120272110385
3954,left,1,middle,23.43752041968817
3972,left,1,middle,23.387588836532593
3994,left,1,middle,23.157891394317748
4012,left,1,middle,22.828541368678025
4030,left,0.93236,middle,23.22812643076451
4048,left,0.727515,middle,26.07836829704075
4066,left,0.514063,middle,30.40186359514331
4084,left,0.26872,middle,36.686072203081366
5080,left,0.0117263,ring,76.14749619833144
5097,left,0.14422,ring,71.4552526470238
5117,left,0.264935,ring,67.12769177666173
5134,left,0.391678,ring,62.53211478791999
5149,left,0.519471,ring,57.85306790417342
5167,left,0.638236,ring,53.40719394121077
5185,left,0.742404,ring,49.33129794613153
5207,left,0.815383,ring,46.132757827024605
5221,left,0.862455,ring,43.75333863389742
5237,left,0.895798,ring,41.73657501611866
5256,left,0.91532,ring,40.09843338736476
5274,left,0.921999,ring,38.73330493887348
5292,left,0.928989,ring,37.47867297846902
5311,left,0.933997,ring,36.34457302554102
5332,left,0.940541,ring,35.21181465798234
5350,left,0.926315,ring,34.796153178637944
5368,left,0.921811,ring,34.5533688154739
5387,left,0.9331,ring,34.272612613269445
5404,left,0.944328,ring,34.0554984267852
5421,left,0.961405,ring,33.704872261562954
5438,left,0.986283,ring,33.1159254148831
5455,left,1,ring,32.457726463453966
5475,left,1,ring,31.824302347193722
5492,left,1,ring,31.154812732226464
5511,left,1,ring,30.55551991593172
5528,left,1,ring,29.93633711028288
5546,left,1,ring,29.328902099222876
5564,left,1,ring,28.810517168258194
5582,left,1,ring,28.375181161333582
5603,left,1,ring,27.988637014190243
5621,left,1,ring,27.668821345077205
5639,left,1,ring,27.457453473157337
5658,left,1,ring,27.314150648984132
5677,left,1,ring,27.235380606213308
5695,left,1,ring,27.188483481660025
5714,left,1,ring,27.173889402198203
5731,left,1,ring,27.11697888317392
5746,left,1,ring,27.050902383950156
5762,left,1,ring,26.969356536560152
5780,left,1,ring,26.895327394982576
5798,left,1,ring,26.838136826525414
5820,left,1,ring,26.79353880788799
5838,left,1,ring,26.72545832528416
5856,left,1,ring,26.658992529900672
5874,left,1,ring,26.62402594692997
5894,left,1,ring,26.594557534461824
5911,left,1,ring,26.561021937465057
5930,left,1,ring,26.48613778504144
5947,left,1,ring,26.290282493729503
5970,left,1,ring,25.77839568344198
5983,left,1,ring,25.021596189557922
5997,left,1,ring,24.21289577455782
6015,left,1,ring,23.687405450276735
6034,left,0.929791,ring,23.598651454225088
6055,left,0.763026,ring,24.965332770467935
6073,left,0.38541,ring,33.22300939718285
6955,left,0.062771,pinky,75.13312604871768
6974,left,0.213375,pinky,70.00478187815528
6994,left,0.347604,pinky,65.37723058707978
7013,left,0.487137,pinky,60.529548172998936
7030,left,0.620168,pinky,55.975535467759485
7047,left,0.739176,pinky,51.9475445464638
7064,left,0.851902,pinky,48.17541487894651
7082,left,0.948627,pinky,44.96914831998321
7100,left,1,pinky,42.087225626445864
7118,left,1,pinky,39.66152961783073
7136,left,1,pinky,37.823788222069986
7156,left,1,pinky,36.34085372509066
7179,left,1,pinky,35.17836106805241
7195,left,1,pinky,34.38279210951106
7213,left,1,pinky,33.80100115860647
7232,left,1,pinky,33.397268371842934
7250,left,1,pinky,32.904009722441124
7268,left,1,pinky,32.39947967032187
7285,left,1,pinky,31.763201029897793
7303,left,1,pinky,31.15186876308386
7319,left,1,pinky,30.568635453832414
7336,left,1,pinky,30.04332500028084
7354,left,1,pinky,29.575255641542654
7372,left,1,pinky,29.20678878122174
7430,left,1,pinky,28.233478964396145
7450,left,1,pinky,27.88178396427719
7469,left,1,pinky,27.702410015875174
7486,left,1,pinky,27.5621731378587
7500,left,1,pinky,27.442900041780273
7518,left,1,pinky,27.34610059389557
7536,left,1,pinky,27.229292214898813
7554,left,1,pinky,27.146971796915413
7572,left,1,pinky,27.05920884480411
7591,left,1,pinky,26.963679737296783
7608,left,1,pinky,26.873033803656334
7627,left,1,pinky,26.812984131317876
7644,left,1,pinky,26.746128905581006
7662,left,1,pinky,26.66092029604997
7681,left,1,pinky,26.54572510188788
7699,left,1,pinky,26.472294428613473
7716,left,1,pinky,26.413331096436895
7735,left,1,pinky,26.35523605667952
7753,left,1,pinky,26.28851564012887
7771,left,1,pinky,26.239004535904176
7790,left,1,pinky,26.139259211389295
7807,left,1,pinky,25.89437241592273
7826,left,1,pinky,25.475255337091326
7843,left,1,pinky,24.688142027540447
7861,left,1,pinky,23.879736709279268
7879,left,1,pinky,23.14157664206069
7898,left,0.965677,pinky,22.956192253943154
7922,left,0.838163,pinky,23.781131998508815
7934,left,0.662122,pinky,26.182346221288114
7955,left,0.437473,pinky,30.27838473986015
7970,left,0.154997,pinky,36.62088808005208
8802,left,0.0237764,index,72.0728890097379
8822,left,0.183387,index,67.14586260433325
8836,left,0.323169,index,62.53659486828492
8853,left,0.445957,index,58.206692268844826
8874,left,0.559033,index,54.04179441598882
8892,left,0.661873,index,50.15634915182723
8910,left,0.441208,index,46.79658800724686
8929,left,0.497509,index,44.57043987083816
8947,left,0.544314,index,42.550911369558236
8964,left,0.580905,index,40.88603460156047
8984,left,0.608742,index,39.611246343431304
9000,left,0.635178,index,38.52623172034867
9019,left,1,index,28.600036675642567
9036,left,1,index,27.6239293626468
9055,left,1,index,26.90980035214866
9073,left,0.994336,index,26.21841687429659
9091,left,0.990138,index,25.510480344871993
9109,left,0.987466,index,24.909336564910756
9129,left,0.985646,index,24.462898420965985
9143,left,0.979814,index,24.232708656947537
9160,left,0.976795,index,24.03824269858419
9178,left,0.973178,index,23.894105428393924
9196,left,0.967661,index,23.733197400840222
9214,left,0.964467,index,23.587053641470888
9233,left,0.960444,index,23.419236409282778
9250,left,0.956569,index,23.274291311946513
9272,left,0.950954,index,23.122740484804215
9290,left,0.946171,index,22.99884441510121
9308,left,0.941883,index,22.895954441651128
9326,left,0.938971,index,22.817827840606036
9344,left,0.935737,index,22.746144332273655
9362,left,1,index,21.983323712125515
9380,left,1,index,21.58588437032405
9398,left,1,index,21.30776958160098
9416,left,1,index,21.088488993543375
9434,left,1,index,20.893237490587715
9454,left,1,index,20.729442652420737
9524,left,0.98999,index,25.413106747542482
9541,left,0.934781,index,25.11650001340553
9559,left,0.913565,index,25.196954992081878
9577,left,0.924197,index,25.190255612210446
9595,left,1,index,23.929360279900923
9613,left,1,index,23.060329359356512
9630,left,1,index,20.991168339863794
9649,left,1,index,18.902960630866794
9703,left,0.488088,index,32.44886469647282
9726,left,0.263565,index,38.4781152498404
9752,left,0.0590219,index,44.12068912018488
10734,left,0.00546727,middle,74.10268558992988
10752,left,0.160587,middle,67.86066487091325
10771,left,0.310559,middle,61.95491007166099
10789,left,0.493382,middle,55.056692182121694
10806,left,0.65847,middle,48.98730468277367
10825,left,0.821507,middle,43.150052896455406
10843,left,0.961639,middle,38.19947628814301
10861,left,1,middle,34.26468971907377
10879,left,1,middle,31.059449493614657
10897,left,1,middle,28.626330492965742
10915,left,1,middle,26.505399259050975
10934,left,1,middle,24.73710262761183
10951,left,1,middle,23.34049121351348
10974,left,1,middle,22.36294593670521
10991,left,1,middle,21.59904237029966
11010,left,1,middle,21.07620512973102
11027,left,1,middle,20.88654624417354
11047,left,1,middle,20.64393076108569
11063,left,1,middle,20.451842127312148
11083,left,1,middle,20.274937477647125
11100,left,1,middle,20.09775318891393
11123,left,1,middle,19.95913659083729
11136,left,1,middle,19.83925873863739
11150,left,1,middle,19.742866969764044
11169,left,1,middle,19.682020620162454
11186,left,1,middle,19.603102316812
11205,left,1,middle,19.55096824981566
11223,left,1,middle,19.49389993626211
11239,left,1,middle,19.42830566515001
11257,left,1,middle,19.350268721092736
11276,left,1,middle,19.312897334605182
11294,left,1,middle,19.29987108571713
11313,left,1,middle,19.257638520797403
11331,left,1,middle,19.220340873587542
11349,left,1,middle,19.197804061561314
11367,left,1,middle,19.176764724353273
11386,left,1,middle,19.11394580841172
11404,left,1,middle,18.931871880931375
11422,left,1,middle,18.56251047196472
11440,left,1,middle,18.288116230147924
11458,left,1,middle,18.870384501631122
11476,left,0.913106,middle,21.68615164661771
11495,left,0.659221,middle,26.617501594193623
11512,left,0.400354,middle,34.009482550443195
11533,left,0.353433,index,42.622328989773656
11548,left,0.295437,index,43.20364194292075
11566,left,0.224486,index,44.18698995442436
11584,left,0.149487,index,45.47379369707458
11602,left,0.0671992,index,47.16086778806769
12495,left,0.293185,ring,63.072013955405765
12511,left,0.531695,ring,54.61146454399846
12530,left,0.691191,ring,48.032658413738666
12554,left,0.767047,ring,43.0725040351193
12561,left,0.760943,ring,40.01279188887599
12580,left,0.713983,ring,38.516585898804685
12598,left,0.671288,ring,37.63273758775596
12615,left,0.655394,ring,36.75827892540568
12633,left,0.659244,ring,35.91390453099746
12651,left,0.683033,ring,34.77761488582798
12670,left,0.716354,ring,33.946493979674834
12688,left,0.753444,ring,33.14280600447163
12708,left,0.789066,ring,32.6228825070701
12729,left,0.822702,ring,32.299398013630224
12748,left,0.848967,ring,32.08724816500941
12764,left,0.874047,ring,31.961464244955994
12783,left,0.893111,ring,31.902027317437057
12798,left,0.905591,ring,31.8716590528027
12815,left,0.913408,ring,31.867218179972973
12833,left,0.917901,ring,31.852970609230464
12852,left,0.919962,ring,31.793170045122892
12869,left,0.918397,ring,31.674075784780207
12887,left,0.916587,ring,31.595594160200566
12907,left,0.912932,ring,31.542112404829517
12922,left,0.90871,ring,31.523773569801254
12939,left,0.905542,ring,31.51146903621125
12957,left,0.901207,ring,31.495718175144056
12975,left,0.898631,ring,31.48394700173567
12993,left,0.897087,ring,31.46070664432698
13014,left,0.895531,ring,31.422919258757613
13031,left,0.894906,ring,31.391182492540793
13051,left,0.894452,ring,31.35369960132297
13068,left,0.894097,ring,31.309330004235157
13086,left,0.893631,ring,31.28763938931954
13104,left,0.89427,ring,31.27547595195955
13122,left,0.897313,ring,31.237692457311898
13140,left,0.901053,ring,31.18151338426183
13158,left,0.904857,ring,31.13288514348775
13177,left,0.907929,ring,31.107768762656388
13195,left,0.913167,ring,31.070800376921408
13213,left,0.917755,ring,31.03121760638632
13230,left,0.920935,ring,30.949576880644102
13250,left,0.926183,ring,30.887716130306558
13343,left,1,ring,10.48892038711802
13361,left,1,ring,11.854313751567236
13372,left,1,ring,13.172104338451064
13390,left,0.948372,ring,14.604053633847895
13409,left,0.824118,ring,16.897959857815646
13427,left,0.816632,ring,17.951006394688534
13446,left,0.81881,ring,18.6202349225709
13463,left,0.67975,ring,20.38912783670748
13481,left,0.170009,ring,35.02812278071008
14242,left,0.113069,pinky,74.05949271092801
14261,left,0.266139,pinky,68.51584049480894
14278,left,0.451125,pinky,61.925430218068726
14298,left,0.596361,pinky,56.22944694342458
14317,left,0.731873,pinky,51.15127093901089
14332,left,0.853872,pinky,46.80054475112549
14350,left,1,pinky,40.79737432367431
14368,left,1,pinky,33.77338105923806
14389,left,1,pinky,28.945317096224738
14404,left,1,pinky,25.838570155387856
14421,left,1,pinky,23.624021182908297
14439,left,1,pinky,22.159527257640217
14457,left,1,pinky,21.316433867241955
14477,left,1,pinky,20.815782189062695
14497,left,1,pinky,20.49258986470232
14514,left,1,pinky,20.206825502648854
14532,left,1,pinky,19.870864721236966
14552,left,1,pinky,19.553030709765274
14568,left,1,pinky,19.2449558898767
14586,left,1,pinky,19.01352216682117
14603,left,1,pinky,18.797477730445642
14621,left,1,pinky,18.629747575093443
14639,left,1,pinky,18.484917867375014
14657,left,1,pinky,18.324623293535943
14675,left,1,pinky,18.21035213955513
14693,left,1,pinky,18.110070870904952
14712,left,1,pinky,18.037228335076872
14730,left,1,pinky,17.94449945882024
14747,left,1,pinky,17.88383157693004
14766,left,1,pinky,17.816976229635603
14783,left,1,pinky,17.769662886391515
14802,left,1,pinky,17.715440147013002
14820,left,1,pinky,17.68086847973821
14838,left,1,pinky,17.638068063742125
14856,left,1,pinky,17.611907219563133
14874,left,1,pinky,17.5620799210401
14893,left,1,pinky,17.548384381731555
14910,left,1,pinky,17.5318097122345
14932,left,1,pinky,17.433772949333147
14954,left,1,pinky,17.23862607222513
14965,left,1,pinky,16.69712020694886
14983,left,1,pinky,16.03020986834545
14999,left,1,pinky,15.311795104692985
15021,left,1,pinky,14.834745099400932
15040,left,1,pinky,14.960266445839123
